date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:23:05	26259/26259	---M--	200	added ('OK')	image/jpeg	etag:%225ca3ccfc-6693%22	https://portafolio-yormi.github.io/Jins-new-york/img/thumb-5.jpg	C:/My%20Web%20Sites/GALERIA/portafolio-yormi.github.io/Jins-new-york/img/thumb-5.jpg	(from https://portafolio-yormi.github.io/Jins-new-york/galeria.html)
00:23:05	22082/22082	---M--	200	added ('OK')	image/jpeg	etag:%225ca3ccfc-5642%22	https://portafolio-yormi.github.io/Jins-new-york/img/thumb-6.jpg	C:/My%20Web%20Sites/GALERIA/portafolio-yormi.github.io/Jins-new-york/img/thumb-6.jpg	(from https://portafolio-yormi.github.io/Jins-new-york/galeria.html)
00:23:06	22904/22904	---M--	200	added ('OK')	image/jpeg	etag:%225ca3ccfc-5978%22	https://portafolio-yormi.github.io/Jins-new-york/img/thumb-7.jpg	C:/My%20Web%20Sites/GALERIA/portafolio-yormi.github.io/Jins-new-york/img/thumb-7.jpg	(from https://portafolio-yormi.github.io/Jins-new-york/galeria.html)
00:23:06	21027/21027	---M--	200	added ('OK')	image/jpeg	etag:%225ca3ccfc-5223%22	https://portafolio-yormi.github.io/Jins-new-york/img/thumb-8.jpg	C:/My%20Web%20Sites/GALERIA/portafolio-yormi.github.io/Jins-new-york/img/thumb-8.jpg	(from https://portafolio-yormi.github.io/Jins-new-york/galeria.html)
00:23:06	27535/27535	---M--	200	added ('OK')	image/jpeg	etag:%225ca3ccfc-6b8f%22	https://portafolio-yormi.github.io/Jins-new-york/img/thumb-9.jpg	C:/My%20Web%20Sites/GALERIA/portafolio-yormi.github.io/Jins-new-york/img/thumb-9.jpg	(from https://portafolio-yormi.github.io/Jins-new-york/galeria.html)
00:23:07	25344/25344	---M--	200	added ('OK')	image/jpeg	etag:%225ca3ccfc-6300%22	https://portafolio-yormi.github.io/Jins-new-york/img/thumb-10.jpg	C:/My%20Web%20Sites/GALERIA/portafolio-yormi.github.io/Jins-new-york/img/thumb-10.jpg	(from https://portafolio-yormi.github.io/Jins-new-york/galeria.html)
00:23:07	26908/26908	---M--	200	added ('OK')	image/jpeg	etag:%225ca3ccfc-691c%22	https://portafolio-yormi.github.io/Jins-new-york/img/thumb-11.jpg	C:/My%20Web%20Sites/GALERIA/portafolio-yormi.github.io/Jins-new-york/img/thumb-11.jpg	(from https://portafolio-yormi.github.io/Jins-new-york/galeria.html)
00:23:07	22998/22998	---M--	200	added ('OK')	image/jpeg	etag:%225ca3ccfc-59d6%22	https://portafolio-yormi.github.io/Jins-new-york/img/thumb-12.jpg	C:/My%20Web%20Sites/GALERIA/portafolio-yormi.github.io/Jins-new-york/img/thumb-12.jpg	(from https://portafolio-yormi.github.io/Jins-new-york/galeria.html)
00:23:07	25248/25248	---M--	200	added ('OK')	image/jpeg	etag:%225ca3ccfc-62a0%22	https://portafolio-yormi.github.io/Jins-new-york/img/thumb-13.jpg	C:/My%20Web%20Sites/GALERIA/portafolio-yormi.github.io/Jins-new-york/img/thumb-13.jpg	(from https://portafolio-yormi.github.io/Jins-new-york/galeria.html)
00:23:08	23187/23187	---M--	200	added ('OK')	image/jpeg	etag:%225ca3ccfc-5a93%22	https://portafolio-yormi.github.io/Jins-new-york/img/thumb-14.jpg	C:/My%20Web%20Sites/GALERIA/portafolio-yormi.github.io/Jins-new-york/img/thumb-14.jpg	(from https://portafolio-yormi.github.io/Jins-new-york/galeria.html)
00:23:08	30204/30204	---M--	200	added ('OK')	image/jpeg	etag:%225ca3ccfc-75fc%22	https://portafolio-yormi.github.io/Jins-new-york/img/thumb-15.jpg	C:/My%20Web%20Sites/GALERIA/portafolio-yormi.github.io/Jins-new-york/img/thumb-15.jpg	(from https://portafolio-yormi.github.io/Jins-new-york/galeria.html)
00:23:08	25022/25022	---M--	200	added ('OK')	image/jpeg	etag:%225ca3ccfc-61be%22	https://portafolio-yormi.github.io/Jins-new-york/img/thumb-16.jpg	C:/My%20Web%20Sites/GALERIA/portafolio-yormi.github.io/Jins-new-york/img/thumb-16.jpg	(from https://portafolio-yormi.github.io/Jins-new-york/galeria.html)
00:23:08	25107/25107	---M--	200	added ('OK')	image/jpeg	etag:%225ca3ccfc-6213%22	https://portafolio-yormi.github.io/Jins-new-york/img/thumb-17.jpg	C:/My%20Web%20Sites/GALERIA/portafolio-yormi.github.io/Jins-new-york/img/thumb-17.jpg	(from https://portafolio-yormi.github.io/Jins-new-york/galeria.html)
00:23:09	32944/32944	---M--	200	added ('OK')	image/jpeg	etag:%225ca3ccfc-80b0%22	https://portafolio-yormi.github.io/Jins-new-york/img/thumb-18.jpg	C:/My%20Web%20Sites/GALERIA/portafolio-yormi.github.io/Jins-new-york/img/thumb-18.jpg	(from https://portafolio-yormi.github.io/Jins-new-york/galeria.html)
00:23:09	33066/33066	---M--	200	added ('OK')	image/jpeg	etag:%225ca3ccfc-812a%22	https://portafolio-yormi.github.io/Jins-new-york/img/thumb-19.jpg	C:/My%20Web%20Sites/GALERIA/portafolio-yormi.github.io/Jins-new-york/img/thumb-19.jpg	(from https://portafolio-yormi.github.io/Jins-new-york/galeria.html)
00:23:09	24663/24663	---M--	200	added ('OK')	image/jpeg	etag:%225ca3ccfc-6057%22	https://portafolio-yormi.github.io/Jins-new-york/img/thumb-20.jpg	C:/My%20Web%20Sites/GALERIA/portafolio-yormi.github.io/Jins-new-york/img/thumb-20.jpg	(from https://portafolio-yormi.github.io/Jins-new-york/galeria.html)
00:23:10	30949/30949	---M--	200	added ('OK')	image/jpeg	etag:%225ca3ccfc-78e5%22	https://portafolio-yormi.github.io/Jins-new-york/img/thumb-21.jpg	C:/My%20Web%20Sites/GALERIA/portafolio-yormi.github.io/Jins-new-york/img/thumb-21.jpg	(from https://portafolio-yormi.github.io/Jins-new-york/galeria.html)
00:23:10	23616/23616	---M--	200	added ('OK')	image/jpeg	etag:%225ca3ccfc-5c40%22	https://portafolio-yormi.github.io/Jins-new-york/img/thumb-22.jpg	C:/My%20Web%20Sites/GALERIA/portafolio-yormi.github.io/Jins-new-york/img/thumb-22.jpg	(from https://portafolio-yormi.github.io/Jins-new-york/galeria.html)
00:23:10	28198/28198	---M--	200	added ('OK')	image/jpeg	etag:%225ca3ccfc-6e26%22	https://portafolio-yormi.github.io/Jins-new-york/img/thumb-23.jpg	C:/My%20Web%20Sites/GALERIA/portafolio-yormi.github.io/Jins-new-york/img/thumb-23.jpg	(from https://portafolio-yormi.github.io/Jins-new-york/galeria.html)
00:23:10	21940/21940	---M--	200	added ('OK')	image/jpeg	etag:%225ca3ccfc-55b4%22	https://portafolio-yormi.github.io/Jins-new-york/img/thumb-24.jpg	C:/My%20Web%20Sites/GALERIA/portafolio-yormi.github.io/Jins-new-york/img/thumb-24.jpg	(from https://portafolio-yormi.github.io/Jins-new-york/galeria.html)
00:23:11	31484/31484	---M--	200	added ('OK')	image/jpeg	etag:%225ca3ccfc-7afc%22	https://portafolio-yormi.github.io/Jins-new-york/img/thumb-25.jpg	C:/My%20Web%20Sites/GALERIA/portafolio-yormi.github.io/Jins-new-york/img/thumb-25.jpg	(from https://portafolio-yormi.github.io/Jins-new-york/galeria.html)
00:23:11	33596/33596	---M--	200	added ('OK')	image/jpeg	etag:%225ca3ccfc-833c%22	https://portafolio-yormi.github.io/Jins-new-york/img/thumb-26.jpg	C:/My%20Web%20Sites/GALERIA/portafolio-yormi.github.io/Jins-new-york/img/thumb-26.jpg	(from https://portafolio-yormi.github.io/Jins-new-york/galeria.html)
00:23:11	32737/32737	---M--	200	added ('OK')	image/jpeg	etag:%225ca3ccfc-7fe1%22	https://portafolio-yormi.github.io/Jins-new-york/img/thumb-27.jpg	C:/My%20Web%20Sites/GALERIA/portafolio-yormi.github.io/Jins-new-york/img/thumb-27.jpg	(from https://portafolio-yormi.github.io/Jins-new-york/galeria.html)
00:23:12	38622/38622	---M--	200	added ('OK')	image/jpeg	etag:%225ca3ccfc-96de%22	https://portafolio-yormi.github.io/Jins-new-york/img/thumb-28.jpg	C:/My%20Web%20Sites/GALERIA/portafolio-yormi.github.io/Jins-new-york/img/thumb-28.jpg	(from https://portafolio-yormi.github.io/Jins-new-york/galeria.html)
00:23:12	21139/21139	---M--	200	added ('OK')	image/jpeg	etag:%225ca3ccfc-5293%22	https://portafolio-yormi.github.io/Jins-new-york/img/thumb-29.jpg	C:/My%20Web%20Sites/GALERIA/portafolio-yormi.github.io/Jins-new-york/img/thumb-29.jpg	(from https://portafolio-yormi.github.io/Jins-new-york/galeria.html)
00:23:12	25209/25209	---M--	200	added ('OK')	image/jpeg	etag:%225ca3ccfc-6279%22	https://portafolio-yormi.github.io/Jins-new-york/img/thumb-30.jpg	C:/My%20Web%20Sites/GALERIA/portafolio-yormi.github.io/Jins-new-york/img/thumb-30.jpg	(from https://portafolio-yormi.github.io/Jins-new-york/galeria.html)
00:23:12	26262/26262	---M--	200	added ('OK')	image/jpeg	etag:%225ca3ccfc-6696%22	https://portafolio-yormi.github.io/Jins-new-york/img/thumb-31.jpg	C:/My%20Web%20Sites/GALERIA/portafolio-yormi.github.io/Jins-new-york/img/thumb-31.jpg	(from https://portafolio-yormi.github.io/Jins-new-york/galeria.html)
00:23:13	32588/32588	---M--	200	added ('OK')	image/jpeg	etag:%225ca3ccfc-7f4c%22	https://portafolio-yormi.github.io/Jins-new-york/img/thumb-32.jpg	C:/My%20Web%20Sites/GALERIA/portafolio-yormi.github.io/Jins-new-york/img/thumb-32.jpg	(from https://portafolio-yormi.github.io/Jins-new-york/galeria.html)
00:23:13	26240/26240	---M--	200	added ('OK')	image/jpeg	etag:%225ca3ccfc-6680%22	https://portafolio-yormi.github.io/Jins-new-york/img/thumb-33.jpg	C:/My%20Web%20Sites/GALERIA/portafolio-yormi.github.io/Jins-new-york/img/thumb-33.jpg	(from https://portafolio-yormi.github.io/Jins-new-york/galeria.html)
00:23:13	19869/19869	---M--	200	added ('OK')	image/jpeg	etag:%225ca3ccfc-4d9d%22	https://portafolio-yormi.github.io/Jins-new-york/img/thumb-34.jpg	C:/My%20Web%20Sites/GALERIA/portafolio-yormi.github.io/Jins-new-york/img/thumb-34.jpg	(from https://portafolio-yormi.github.io/Jins-new-york/galeria.html)
00:23:13	26920/26920	---M--	200	added ('OK')	image/jpeg	etag:%225ca3ccfc-6928%22	https://portafolio-yormi.github.io/Jins-new-york/img/thumb-35.jpg	C:/My%20Web%20Sites/GALERIA/portafolio-yormi.github.io/Jins-new-york/img/thumb-35.jpg	(from https://portafolio-yormi.github.io/Jins-new-york/galeria.html)
00:23:14	21344/21344	---M--	200	added ('OK')	image/jpeg	etag:%225ca3ccfc-5360%22	https://portafolio-yormi.github.io/Jins-new-york/img/thumb-36.jpg	C:/My%20Web%20Sites/GALERIA/portafolio-yormi.github.io/Jins-new-york/img/thumb-36.jpg	(from https://portafolio-yormi.github.io/Jins-new-york/galeria.html)
00:23:14	24138/24138	---M--	200	added ('OK')	image/jpeg	etag:%225ca3ccfc-5e4a%22	https://portafolio-yormi.github.io/Jins-new-york/img/thumb-37.jpg	C:/My%20Web%20Sites/GALERIA/portafolio-yormi.github.io/Jins-new-york/img/thumb-37.jpg	(from https://portafolio-yormi.github.io/Jins-new-york/galeria.html)
00:23:14	25767/25767	---M--	200	added ('OK')	image/jpeg	etag:%225ca3ccfc-64a7%22	https://portafolio-yormi.github.io/Jins-new-york/img/thumb-38.jpg	C:/My%20Web%20Sites/GALERIA/portafolio-yormi.github.io/Jins-new-york/img/thumb-38.jpg	(from https://portafolio-yormi.github.io/Jins-new-york/galeria.html)
00:23:15	33886/33886	---M--	200	added ('OK')	image/jpeg	etag:%225ca3ccfc-845e%22	https://portafolio-yormi.github.io/Jins-new-york/img/thumb-39.jpg	C:/My%20Web%20Sites/GALERIA/portafolio-yormi.github.io/Jins-new-york/img/thumb-39.jpg	(from https://portafolio-yormi.github.io/Jins-new-york/galeria.html)
00:23:15	25523/25523	---M--	200	added ('OK')	image/jpeg	etag:%225ca3ccfc-63b3%22	https://portafolio-yormi.github.io/Jins-new-york/img/thumb-40.jpg	C:/My%20Web%20Sites/GALERIA/portafolio-yormi.github.io/Jins-new-york/img/thumb-40.jpg	(from https://portafolio-yormi.github.io/Jins-new-york/galeria.html)
00:23:15	7707/7707	---M-Z	200	added ('OK')	application/javascript	etag:%221e1b-9LH+oLrsSrm2v/Rb3qgdiIM1fjU%22	https://cdn.jsdelivr.net/picturefill/2.3.1/picturefill.min.js	C:/My%20Web%20Sites/GALERIA/cdn.jsdelivr.net/picturefill/2.3.1/picturefill.min.js	(from https://portafolio-yormi.github.io/Jins-new-york/galeria.html)
00:23:16	42839/42839	---M-Z	200	added ('OK')	application/javascript	etag:W/%225ca3ccfc-a757%22	https://portafolio-yormi.github.io/Jins-new-york/dist/js/lightgallery.js	C:/My%20Web%20Sites/GALERIA/portafolio-yormi.github.io/Jins-new-york/dist/js/lightgallery.js	(from https://portafolio-yormi.github.io/Jins-new-york/galeria.html)
00:23:16	3186/3186	---M-Z	200	added ('OK')	application/javascript	etag:W/%225ca3ccfc-c72%22	https://portafolio-yormi.github.io/Jins-new-york/dist/js/lg-fullscreen.js	C:/My%20Web%20Sites/GALERIA/portafolio-yormi.github.io/Jins-new-york/dist/js/lg-fullscreen.js	(from https://portafolio-yormi.github.io/Jins-new-york/galeria.html)
00:23:17	15231/15231	---M-Z	200	added ('OK')	application/javascript	etag:W/%225ca3ccfc-3b7f%22	https://portafolio-yormi.github.io/Jins-new-york/dist/js/lg-thumbnail.js	C:/My%20Web%20Sites/GALERIA/portafolio-yormi.github.io/Jins-new-york/dist/js/lg-thumbnail.js	(from https://portafolio-yormi.github.io/Jins-new-york/galeria.html)
00:23:17	11513/11513	---M-Z	200	added ('OK')	application/javascript	etag:W/%225ca3ccfc-2cf9%22	https://portafolio-yormi.github.io/Jins-new-york/dist/js/lg-video.js	C:/My%20Web%20Sites/GALERIA/portafolio-yormi.github.io/Jins-new-york/dist/js/lg-video.js	(from https://portafolio-yormi.github.io/Jins-new-york/galeria.html)
00:23:18	5918/5918	---M-Z	200	added ('OK')	application/javascript	etag:W/%225ca3ccfc-171e%22	https://portafolio-yormi.github.io/Jins-new-york/dist/js/lg-autoplay.js	C:/My%20Web%20Sites/GALERIA/portafolio-yormi.github.io/Jins-new-york/dist/js/lg-autoplay.js	(from https://portafolio-yormi.github.io/Jins-new-york/galeria.html)
00:23:18	15711/15711	---M-Z	200	added ('OK')	application/javascript	etag:W/%225ca3ccfc-3d5f%22	https://portafolio-yormi.github.io/Jins-new-york/dist/js/lg-zoom.js	C:/My%20Web%20Sites/GALERIA/portafolio-yormi.github.io/Jins-new-york/dist/js/lg-zoom.js	(from https://portafolio-yormi.github.io/Jins-new-york/galeria.html)
00:23:18	2083/2083	---M-Z	200	added ('OK')	application/javascript	etag:W/%225ca3ccfc-823%22	https://portafolio-yormi.github.io/Jins-new-york/dist/js/lg-hash.js	C:/My%20Web%20Sites/GALERIA/portafolio-yormi.github.io/Jins-new-york/dist/js/lg-hash.js	(from https://portafolio-yormi.github.io/Jins-new-york/galeria.html)
00:23:19	2870/2870	---M-Z	200	added ('OK')	application/javascript	etag:W/%225ca3ccfc-b36%22	https://portafolio-yormi.github.io/Jins-new-york/dist/js/lg-pager.js	C:/My%20Web%20Sites/GALERIA/portafolio-yormi.github.io/Jins-new-york/dist/js/lg-pager.js	(from https://portafolio-yormi.github.io/Jins-new-york/galeria.html)
